'id','type','title','authors','year','publisher','city','journal','volume'_issue,pages,url,notes
64,book,Interviews with Francis Bacon","Sylvester David; Bacon Francis",2012,Thames & Hudson,London,,,,,
65,book,L’expressionnisme à travers la gravure allemande,"Yver Pascal; Jover Manuel",1982,Limage,Paris,,,,,
66,article,Split‑Identity in Ernst Ludwig Kirchner's Woodcut Cycle "Peter Schlemihls wundersame Geschichte","Simmons Sherwin",2007,Zeitschrift für Kunstgeschichte,70 Bd.,H. 3,409‑432,,,
67,catalogue,Le rêve,cat. exp.,RMN éditions,Paris,2016,Cat. exp.,17 sept‑22 jan 2017,,,
68,catalogue,Surréalisme,cat. exp.,Centre Pompidou,Paris,2024,Cat. exp.,4 sept 2024‑13 jan 2025,,,
69,book,La gravure sur bois au XIXe siècle, l'âge du bois debout,"Blachon Rémi",2001,L’amateur,Paris,,,,,
70,book,La Gravure. Les procédés. L’histoire,"Bersier Jean",2001,La Table ronde,Paris,,,,,
71,book,A History of Wood Engraving,"Woodberry George E.",1969,Harper & Brothers,New York,,,,,
72,book,The woodcut in fifteenth‑century Europe,"Parshall Peter (dir.)",2009,Yale University Press,London,,,,,
73,catalogue,Les épreuves du musée : les techniques de l’estampe à travers la collection du Musée de Gravelines,Stipa,Montreuil,2007,Cat. exp.,Oct 2006‑Jun 2007,,,
74,article,“L’horrible vrai” des Contes bruns de Balzac,"Beliaeva Solomon Maria",2022,Dix‑Neuf,n°26,,,
75,article,An Early Forgery of the Buxheim St Christopher,"Bodnár Szilvia",2011,Print Quarterly,XXVIII,,,
76,article,Artistic revolution in wood,"Freyberger Regina",2025,Städel Stories,Online,url:https://stories.staedelmuseum.de/...,
77,article,Munch, Edvard,"Heller Reinhold",2003,Grove Art Online,Online,url:https://www.oxfordartonline.com/...,
78,article,Une leçon japonaise : la gravure sur bois en couleurs en France, 1889‑1939,"Le Stum Philippe",2014,Ebisu,n°54,252,,,
79,article,Vitalité des mediums traditionnels d’impression dans l’art contemporain,"Marandin Jean‑Marie",2024,Nouvelles de l’estampe,n°272,,,
80,article,National and international trends in Hampshire churches: a chronology of St Christopher wall painting (c.1240‑1530),"Pridgeon Ellie",2013,Hampshire Studies,n°78,,,
81,book,DSM‑5,"American Psychiatric Association",2013,Elsevier Masson,Paris,,,,,
82,book,On y voit rien,"Arasse Daniel",1980,Gallimard,,,,,
83,book,Figura. La loi juive et la promesse chrétienne,"Auerbach Érich",2017,Macula,Paris,,,,,
84,book,Le brutalisme en architecture,"Banham Reyner",1970,Dunod,Paris,,,,,
85,book,La Chambre claire : Note sur la photographie","Barthes Roland",1980,Gallimard Seuil,Paris,,,,,
86,book,Le Mythe de Sisyphe,"Camus Albert",1942,Gallimard folio essais,Paris,,,,,
87,book,Archi Brut,"Chadwick Peter",2016,Phaidon,Paris,,,,,
88,book,Art Brut et créateurs d’Art Brut,"Dubuffet Jean",2023,L’atelier contemporain,Paris,,,,,
89,book,Ceci n’est pas une pipe,"Foucault Michel",1973,Fata Morgana,Paris,,,,,
90,book,Caricature,"Gombrich E.H.; Kris E.",1940,The King Penguin Books,London,,,,,
91,book,Ascendant Beauf,"Lamy Rose",2025,Seuil,Paris,,,,,
92,book,Que Faire,"Lénine",1966,Seuil,Paris,,,,,
93,book,L'Œil et l'Esprit,"Merleau‑Ponty Maurice",2024,Gallimard,Paris,,,,,
94,book,Une rencontre,"Kunderá Milan",2019,Gallimard,Paris,,,,,
95,book,The Originality of the Avant‑Garde and Other Modernist Myths,"Krauss Rosalind",1986,MIT Press,Cambridge,,,,,
96,book,Grosz, l’homme le plus triste d’Europe,"Wermester Catherine",2008,Allia,Paris,,,,,
97,article,Deskilling in art and the problem of ideology,"Beech Dave",2021,Quart,n°1,,,
98,article,Passions à bas bruit. Chroniques de l’attente numérique,"Bertin Éric",2024,Estudos Semióticos,vol. 20 n°3,,,
99,article,Après la mort, après la vie. Le Testament du Docteur A,"Deprez Olivier",2024,Actuel de l’Estampe contemporaine,n°8,,,
100,online_source,Didi‑Huberman – Penser le geste et l’affect avec Claire Richard et Georges Didi‑Huberman,"",2025,France Culture Podcast,Online,url:https://www.radiofrance.fr/...,
101,online_source,On Printmaking – YouTube,"Roberts Jennifer L.",2025,YouTube,Online,url:https://www.youtube.com/...,
102,online_source,National Gallery of Art Talks,"",2025,YouTube,Online,url:https://www.youtube.com/watch?v=BiasyX2h22b&list=...,
103,online_source,Pictogramme – TLFI,"",2025,CNRTL,Online,url:https://www.cnrtl.fr/definition/pictogramme,
104,catalogue,Auguste Sander/Allemagne/nouvelle objectivité,Centrum Pompidou,2022,Centrum Pompidou,Paris,Cat. exp.,13 oct 2022‑19 feb 2023,,,
105,catalogue,Christiane Baumgartner – White Noise (Cabinet d'arts graphiques des Musées d'art et d'histoire, Genève),,2014,"Cabinet d'arts graphiques des Musées d'art et d'histoire",Genève,,cat. expo.,,,,
106,catalogue,Christiane Baumgartner – Exhibition at Ikon Gallery (Birmingham),,2005,"Ikon Gallery",Birmingham,UK,cat. expo.,,,,
107,book,Le Salon carré,"Aulanier Christiane",1950,Éditions des Musées nationaux,Paris,,,,,
108,article,La Première idée de la curiosité, où l’on trouve l’arrangement, la composition d’un cabinet, les noms des meilleurs peintres flamands et leur genre de travail,"Blondel d’Azincourt Barthélémy Augustin",1987,Art Bulletin,,69,,,
109,book,Histoire du Louvre,"Bresc-Bautier Geneviève (dir.)",2016,Fayard Louvre éditions,Paris,vol. 1,,,
110,book,Le Louvre : histoire, architecture et décors,"Bresc-Bautier Geneviève",1995,Editions Assouline,Paris,,,,,
111,book,La Peinture et son public à Paris au dix‑huitième siècle,"Crow Thomas E.",2000,Macula,Paris,,,,,
112,catalogue,D’un Louvre à l’autre : Ouvrir un musée pour tous,"Martinez Jean‑Luc; Trey Juliette (eds.)",2017,Xavier Barral,Paris,cat. expo.,21
